90.5762500002176,27.9437499999651,2.498201
89.7687500002169,27.9395833332984,2.168301
89.5009722224389,27.9256944444095,1.826014
91.3723611113293,27.9162499999651,3.476644
91.2418055557737,27.9070833332984,2.011679
89.7290277779947,27.9065277777428,2.168301
89.727361111328,27.9009722221873,0.650871
89.4368055557722,27.8884722221873,1.826014
89.4087500002166,27.8806944444095,1.826014
89.4109722224389,27.8806944444095,1.826014
90.3273611113285,27.8668055555206,1.317817
91.1306944446625,27.8620833332984,2.011679
89.729861111328,27.8356944444095,0.650871
90.8065277779955,27.8304166666317,2.498201
91.1095833335513,27.8301388888539,2.011679
90.9679166668846,27.8198611110761,2.011679
90.7515277779955,27.8179166666317,2.498201
91.1068055557736,27.8143055555205,2.011679
89.3095833335499,27.8106944444094,1.209647
89.7262500002169,27.808749999965,4.91248
91.0648611113291,27.7748611110761,5.406997
91.6337500002184,27.7729166666316,2.324818
89.3087500002166,27.7681944444094,1.209647
89.3348611113277,27.7659722221872,1.209647
91.1534722224403,27.7618055555205,5.406997
91.4206944446627,27.7354166666316,2.179174
89.3629166668833,27.7309722221871,1.209647
91.2029166668848,27.7229166666316,3.476644
89.3395833335499,27.722361111076,1.209647
91.2262500002181,27.7193055555205,3.476644
91.1351388891069,27.7118055555205,5.406997
91.1568055557736,27.7106944444094,5.406997
90.9734722224401,27.707361111076,5.406997
89.7693055557725,27.6945833332982,4.215864
91.4340277779961,27.6881944444093,2.179174
91.2245833335514,27.687361111076,3.476644
91.2220833335514,27.6834722221871,3.476644
90.7198611113288,27.6831944444093,2.498201
91.247638889107,27.6787499999649,3.476644
89.9140277779948,27.6784722221871,2.325909
91.2518055557737,27.6765277777427,3.476644
91.3545833335515,27.6765277777427,2.179174
91.1781944446625,27.6762499999649,5.406997
90.7226388891066,27.6756944444093,2.498201
91.1401388891069,27.6754166666315,5.406997
91.1770833335514,27.6729166666315,5.406997
91.1823611113292,27.6720833332982,5.406997
90.7384722224399,27.6718055555204,2.498201
90.0618055557727,27.6693055555204,2.607307
91.4379166668849,27.6665277777427,2.179174
91.4384722224405,27.6665277777427,2.179174
89.8390277779948,27.6662499999649,1.605669
91.2056944446625,27.6662499999649,3.476644
91.187638889107,27.6645833332982,5.406997
91.177638889107,27.6640277777426,5.406997
91.5137500002183,27.6612499999649,2.179174
91.5165277779961,27.6590277777426,2.179174
91.4401388891072,27.6587499999649,2.179174
91.4559722224405,27.6570833332982,2.179174
