longitude,latitude,ggy_general_2020
-2.17722222207920524,49.7324999999826147,1.16205394268035889
-2.1774999998569835,49.7322222222048325,1.16205394268035889
-2.17722222207920524,49.7322222222048325,1.16205394268035889
-2.1774999998569835,49.7319444444270573,1.16205394268035889
-2.17777777763476132,49.7316666666492821,1.16205394268035889
-2.1774999998569835,49.7316666666492821,2.32410788536071777
-2.17722222207920524,49.7316666666492821,1.16205394268035889
-2.17694444430142742,49.7316666666492821,1.16205394268035889
-2.1774999998569835,49.7313888888714999,1.16205394268035889
-2.16638888874586311,49.7313888888714999,1.16205394268035889
-2.18527777763476738,49.7302777777603922,1.16205394268035889
-2.17861111096809523,49.7302777777603922,1.16205394268035889
-2.1641666665236392,49.7299999999826099,1.16205394268035889
-2.18222222207920957,49.7297222222048347,1.16205394268035889
-2.16944444430142136,49.7297222222048347,1.16205394268035889
-2.16916666652364309,49.7297222222048347,1.16205394268035889
-2.17722222207920524,49.7294444444270525,1.16205394268035889
-2.17694444430142742,49.7294444444270525,1.16205394268035889
-2.17055555541253353,49.7294444444270525,1.16205394268035889
-2.17027777763475527,49.7294444444270525,1.16205394268035889
-2.16444444430141747,49.7294444444270525,1.16205394268035889
-2.1641666665236392,49.7294444444270525,1.16205394268035889
-2.16361111096808312,49.7294444444270525,1.16205394268035889
-2.1633333331903053,49.7294444444270525,1.16205394268035889
-2.17722222207920524,49.7291666666492773,1.16205394268035889
-2.17083333319031135,49.7291666666492773,1.16205394268035889
-2.16611111096808528,49.7291666666492773,1.16205394268035889
-2.16444444430141747,49.7291666666492773,1.16205394268035889
-2.1641666665236392,49.7291666666492773,1.16205394268035889
-2.16055555541252531,49.7291666666492773,1.16205394268035889
-2.1774999998569835,49.7288888888715022,1.16205394268035889
-2.17722222207920524,49.7288888888715022,1.16205394268035889
-2.17111111096808962,49.7288888888715022,1.16205394268035889
-2.17083333319031135,49.7288888888715022,1.16205394268035889
-2.17055555541253353,49.7288888888715022,1.16205394268035889
-2.17027777763475527,49.7288888888715022,1.16205394268035889
-2.1633333331903053,49.7288888888715022,1.16205394268035889
-2.16305555541252748,49.7288888888715022,1.16205394268035889
-2.16277777763474921,49.7288888888715022,1.16205394268035889
-2.16055555541252531,49.7288888888715022,1.16205394268035889
-2.1774999998569835,49.7286111110937199,2.32410788536071777
-2.17722222207920524,49.7286111110937199,1.16205394268035889
-2.17694444430142742,49.7286111110937199,1.16205394268035889
-2.1766666665236496,49.7286111110937199,1.16205394268035889
-2.17638888874587133,49.7286111110937199,1.16205394268035889
-2.17055555541253353,49.7286111110937199,1.16205394268035889
-2.17027777763475527,49.7286111110937199,1.16205394268035889
-2.16305555541252748,49.7286111110937199,1.16205394268035889
-2.16027777763474749,49.7286111110937199,1.16205394268035889
-2.15999999985696922,49.7286111110937199,1.16205394268035889
-2.17722222207920524,49.7283333333159447,1.16205394268035889
-2.17083333319031135,49.7283333333159447,1.16205394268035889
-2.1633333331903053,49.7283333333159447,1.16205394268035889
-2.1677777776347531,49.7280555555381625,1.16205394268035889
-2.16694444430141964,49.7280555555381625,1.16205394268035889
-2.1633333331903053,49.7280555555381625,2.32410788536071777
-2.16305555541252748,49.7280555555381625,1.16205394268035889
-2.15888888874585749,49.7280555555381625,1.16205394268035889
-2.18861111096810346,49.7277777777603873,1.16205394268035889
-2.15888888874585749,49.7277777777603873,1.16205394268035889
-2.17194444430142353,49.7274999999826122,1.16205394268035889
-2.17138888874586744,49.7274999999826122,1.16205394268035889
-2.16999999985697745,49.7274999999826122,1.16205394268035889
-2.16277777763474921,49.7274999999826122,1.16205394268035889
-2.18416666652365521,49.7272222222048299,1.16205394268035889
-2.18361111096809957,49.7272222222048299,1.16205394268035889
-2.1833333331903213,49.7272222222048299,1.16205394268035889
-2.17194444430142353,49.7272222222048299,2.32410788536071777
-2.17138888874586744,49.7272222222048299,1.16205394268035889
-2.17111111096808962,49.7272222222048299,1.16205394268035889
-2.17027777763475527,49.7272222222048299,1.16205394268035889
-2.1619444443014153,49.7272222222048299,1.16205394268035889
-2.16166666652363748,49.7272222222048299,1.16205394268035889
-2.16138888874585922,49.7272222222048299,1.16205394268035889
-2.18638888874587956,49.7269444444270547,1.16205394268035889
-2.18611111096810129,49.7269444444270547,1.16205394268035889
-2.18444444430143347,49.7269444444270547,1.16205394268035889
-2.18416666652365521,49.7269444444270547,1.16205394268035889
-2.1833333331903213,49.7269444444270547,2.32410788536071777
-2.18305555541254348,49.7269444444270547,1.16205394268035889
-2.17138888874586744,49.7269444444270547,1.16205394268035889
-2.17083333319031135,49.7269444444270547,1.16205394268035889
-2.16583333319030746,49.7269444444270547,1.16205394268035889
